Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
RBM12	10137	6.2346173187679e-07	9.73702752613855e-09	-1.08141832167522
PTEN	5728	6.2346173187679e-07	9.80536812300261e-09	0.646661745059831
CSF2RA	1438	6.2346173187679e-07	9.8133817587852e-09	1.81949671297863
PLA2G6	8398	6.2346173187679e-07	9.82071839019671e-09	-0.535953262730771
ALDH3B1	221	6.46809102095379e-07	1.02175112838295e-08	1.3327384676453
FHL1	2273	6.59681405295475e-07	1.04504571228875e-08	-2.66098479050427
SLC25A38	54977	6.63627718812721e-07	1.05427551254186e-08	-0.85950680418376
PRR13	54458	6.72962960908953e-07	1.07420335528187e-08	0.567257132764958
GTF2H4	2968	6.72962960908953e-07	1.0768045531899e-08	-0.82072706225641
MAP7D3	79649	6.72962960908953e-07	1.07975787866504e-08	-0.821611604230771
PMS2P9///PMS2P5	100132832///5383	6.72962960908953e-07	1.08118628553339e-08	-0.905393882752136
FHL1	2273	7.08457260284573e-07	1.14139099960581e-08	-2.34284592353419
NAP1L4	4676	7.12501457544824e-07	1.15110409153227e-08	-0.710919885358976
MILR1	284021	7.14615382775502e-07	1.15772630786679e-08	1.69996920971368
UFSP2	55325	7.20383668724851e-07	1.17071046664166e-08	-0.756134540303421
TXNRD3NB///TXNRD3	645840///114112	7.20383668724851e-07	1.17353709889656e-08	-0.888360593188034
FHL1	2273	7.30510488716096e-07	1.19400276203561e-08	-2.54245797026923
HTRA2	27429	7.30510488716096e-07	1.19659080187306e-08	-1.26938150250855
LST1	7940	7.39829233225805e-07	1.21517524283375e-08	1.69651597286325
SEPT5-GP1BB///SEPT5///GP1BB	100526833///5413///2812	7.42693543030224e-07	1.22628821807292e-08	-2.79348930221367
SLC16A1	6566	7.42693543030224e-07	1.22654590421004e-08	-1.90927327093163
IGLL1	3543	7.42945264370664e-07	1.23029575260412e-08	-3.38840359329915
DENND1C	79958	7.53449065046885e-07	1.25107101407956e-08	0.853100812679488
MSH2	4436	7.62005081815576e-07	1.26979660856122e-08	-1.7056509053077
TARP///TRGV9///TRGC2	445347///6983///6967	7.62005081815576e-07	1.27211726623612e-08	2.97430526146581
ABCC4	10257	7.69445893534372e-07	1.28799227342961e-08	-1.62946300874359
ADD3	120	7.71842356772464e-07	1.29546758260962e-08	1.19359785541453
NIPSNAP1	8508	7.77217348251221e-07	1.30797695819328e-08	-0.595658260709404
NDUFB6	4712	8.04129498126667e-07	1.36264280222747e-08	-0.80273830743163
TIMP3	7078	8.04129498126667e-07	1.36600100296051e-08	-1.87796262254701
DTX2P1-UPK3BP1-PMS2P11	441263	8.04129498126667e-07	1.36629551336159e-08	-0.726215842358973
RFX5	5993	8.04129498126667e-07	1.36770219355566e-08	-0.997668178811967
NFIB	4781	8.1329242298632e-07	1.38693677123727e-08	-0.803116447047009
TARP///TRGV9///TRGC2	445347///6983///6967	8.18443215373062e-07	1.39939355139405e-08	3.04219260841453
FZD6	8323	8.20691079093631e-07	1.40692003865623e-08	-1.76806819697436
CLDN10	9071	8.38071465939929e-07	1.44047646840638e-08	-1.77559475828205
PMPCB	9512	8.38513151085322e-07	1.44797558011999e-08	-0.744584158269234
NSMCE4A	54780	8.38513151085322e-07	1.4487616710849e-08	-0.885535923076922
CAP1	10487	8.38825735473118e-07	1.4559278454177e-08	1.0512139682735
MYL6	4637	8.38825735473118e-07	1.45683058667189e-08	0.581541737435897
LMO2	4005	8.6295482288739e-07	1.50260948382313e-08	-0.890763173068379
TSPYL1	7259	8.63767441134825e-07	1.5109995861429e-08	-1.01289649499573
BID	637	8.63767441134825e-07	1.51177714868995e-08	1.02676117561966
FAM216A	29902	8.66377906371253e-07	1.52023408603491e-08	-1.72227326015812
EXD2	55218	9.05804270846998e-07	1.59655487911869e-08	-0.606166774119661
ROBO3	64221	9.05804270846998e-07	1.60095434634119e-08	-1.15241846102992
C15orf39	56905	9.05804270846998e-07	1.60243798300375e-08	1.94206783230769
MTMR4	9110	9.05804270846998e-07	1.60567556875001e-08	-0.977175824854702
SRI	6717	9.08292693251504e-07	1.61416284399585e-08	-0.830817064029915
ACYP1	97	9.18578213780226e-07	1.6365639764428e-08	-1.54015870639316
GEMIN2	8487	9.25255881175168e-07	1.65261338557518e-08	-0.963063115927351
IL1RAP	3556	9.27282859743369e-07	1.66039519381414e-08	1.17771519783761
ADD3	120	9.30267976873439e-07	1.66991514046302e-08	1.3527187369359
PNN	5411	9.40198534779772e-07	1.69196074337696e-08	-1.42899985476068
PPOX	5498	1.00766239633964e-06	1.82071569087797e-08	-0.956486264119659
MCM3	4172	1.00766239633964e-06	1.8224114604177e-08	-1.30183152254274
CASP1	834	1.01100408223572e-06	1.83299218787072e-08	1.88043043908547
PRKCA	5578	1.05883582979752e-06	1.92446488833639e-08	1.36499618658547
USP3	9960	1.06060833110454e-06	1.93244618062399e-08	1.6571238721453
NVL	4931	1.06482723189873e-06	1.94491174160923e-08	-0.329822680183761
GEMIN2	8487	1.08314154279713e-06	1.98322375560396e-08	-0.598498448252138
RNPEP	6051	1.09942849993552e-06	2.01797898161659e-08	1.08317477502564
WDR59	79726	1.11287785505392e-06	2.04765929440428e-08	-1.37334845819231
FANCL	55120	1.13659357291479e-06	2.09639616958209e-08	-1.63375465200427
RRP1B	23076	1.16807659057514e-06	2.15970719973503e-08	-1.46287926425214
CSTF2T	23283	1.1781444877474e-06	2.183609358882e-08	-2.00773604856838
LGALS3	3958	1.20467861993218e-06	2.23906583246342e-08	3.50295428403846
CCT4	10575	1.20467861993218e-06	2.24360107378654e-08	-1.01575766031196
ZNHIT3	9326	1.21585354109405e-06	2.26986973520229e-08	-1.15014267917094
DNPH1	10591	1.23605952556511e-06	2.31313926383633e-08	-1.61125718063248
ARHGAP5	394	1.27894709982775e-06	2.39913785274872e-08	-1.20209708495727
MTCH1	23787	1.28071065872698e-06	2.40819353770409e-08	0.60658251774359
DBI	1622	1.28321419235332e-06	2.41865978902479e-08	1.03032604960256
PAFAH1B3	5050	1.28340585082784e-06	2.42478060942656e-08	-1.32178318388462
FKBP11	51303	1.31167144304874e-06	2.4840701385207e-08	-1.39880142911538
PRUNE1	58497	1.33181319313818e-06	2.53091747434812e-08	-1.20937262635043
STXBP1	6812	1.33181319313818e-06	2.53416862132831e-08	-0.573702221192309
SRSF1	6426	1.33581211386827e-06	2.54963283028979e-08	-0.92603102805556
ATP6V0C	527	1.33581211386827e-06	2.55973550974294e-08	0.687348726722222
LCP1	3936	1.33581211386827e-06	2.56313540097047e-08	1.06017051082906
MGST3	4259	1.33581211386827e-06	2.5657567864992e-08	0.710132009393162
ATXN10	25814	1.36265862272406e-06	2.62584979542016e-08	-0.709717668692312
UTP14A	10813	1.36265862272406e-06	2.62955260858658e-08	-0.710331904564102
SERBP1	26135	1.36831825812667e-06	2.64661477024007e-08	-0.828088378042732
KIF2A	3796	1.36961739604019e-06	2.65527404339345e-08	-1.10980397330769
LST1	7940	1.39257105797236e-06	2.70602373155335e-08	1.5647868942094
TEFM	79736	1.40066269518617e-06	2.72803307324327e-08	-1.17349312166239
GMIP	51291	1.42171524217354e-06	2.77541682154777e-08	0.900755030645298
E2F5	1875	1.44582296190843e-06	2.84017658983397e-08	-0.745762829534189
LAPTM4B	55353	1.44582296190843e-06	2.84021872676814e-08	-4.08982787226923
MEPCE	56257	1.44582296190843e-06	2.84194434015119e-08	-0.927813156747867
TOPORS-AS1	100129250	1.50025596808111e-06	2.95567190229147e-08	-0.618190300277779
PROM1	8842	1.50490936291256e-06	2.97159323107986e-08	-3.91371906924786
BLVRA	644	1.5088399611517e-06	2.98612584870933e-08	-2.28622901011966
CAP1	10487	1.5178911296108e-06	3.01085077991281e-08	0.846597772679491
HEATR1	55127	1.52565109342961e-06	3.03308995372848e-08	-0.951245458987182
MIR4680///PDCD4	100616113///27250	1.55842014167578e-06	3.10523063727526e-08	-1.06441461154274
TOPORS-AS1	100129250	1.60110827445077e-06	3.19747422757525e-08	-0.937537880777782
TGOLN2	10618	1.66143771756529e-06	3.32904703558789e-08	1.18272715276496
TCIRG1	10312	1.66143771756529e-06	3.33286657878959e-08	1.85030659713675
HMGN5	79366	1.6800189186291e-06	3.37768018465124e-08	-1.52810111508974
HN1L	90861	1.75801410483572e-06	3.54237909200394e-08	-1.44033646519231
PMS2P1	5379	1.77733213842659e-06	3.59718027931939e-08	-0.682110451876067
NUP98	4928	1.77733213842659e-06	3.59725707683163e-08	-1.02097740644444
BBS1	582	1.82011402810679e-06	3.69849668709352e-08	-0.954376027448719
HTR1F	3355	1.82011402810679e-06	3.70686339771657e-08	-1.60914644087607
LST1	7940	1.82011402810679e-06	3.70835062047518e-08	1.5917890224188
JAG1	182	1.82178165811928e-06	3.71992395298781e-08	2.04160083641453
TEX10	54881	1.87084303990434e-06	3.82849897319202e-08	-1.24309302498291
TNFRSF1B	7133	1.89362433925042e-06	3.8836167618249e-08	2.45936246194445
GOLPH3L	55204	1.91593955569505e-06	3.93798104612634e-08	-1.62881950344017
BLVRA	644	1.92763520093713e-06	3.98194671864491e-08	-2.20386430754701
CRNKL1	51340	1.92763520093713e-06	3.98318776185539e-08	-1.73511870217521
LRPAP1	4043	1.92763520093713e-06	3.98797212059426e-08	1.009513636
CAPRIN2	65981	1.93338278066554e-06	4.0085394456199e-08	-1.6288584979359
ATP6V0C	527	1.94749550102537e-06	4.04653959060606e-08	0.754161723235043
ALOX5AP	241	1.956138462701e-06	4.07327669834971e-08	2.40408023352137
DTL	51514	1.95836115249579e-06	4.08669360458888e-08	-1.74875374541881
NAALADL1	10004	2.14497234732622e-06	4.48573851749773e-08	-1.13855203788034
CALM3///CALM2///CALM1	808///805///801	2.15642399019588e-06	4.51936455334325e-08	0.726669244376065
PTENP1///PTEN	11191///5728	2.19583598702152e-06	4.61484929327742e-08	0.654112750547007
GRN	2896	2.19583598702152e-06	4.62167157884079e-08	2.03141961410256
EHBP1L1	254102	2.20764642912588e-06	4.65643684283608e-08	1.19672585230342
DNPH1	10591	2.21109816193041e-06	4.67364014840561e-08	-1.16845501000855
GSTM3	2947	2.22547649765775e-06	4.71401923840802e-08	-2.94221488118376
RIOK3	8780	2.2813874733728e-06	4.84268848407008e-08	0.916331803837606
PLSCR4	57088	2.29122687429441e-06	4.87385692418233e-08	-1.40132577455983
BEX3	27018	2.32726066161963e-06	4.9609514619635e-08	-2.91093933967094
MIR664B///SNORA56///DKC1	100847052///677835///1736	2.38291633510791e-06	5.09028486070712e-08	-1.03052960704274
CTBS	1486	2.39362684540284e-06	5.12390614036329e-08	1.32668092375641
C10orf2	56652	2.40411180779846e-06	5.15713972143636e-08	-1.25165189092308
GRB2	2885	2.42009283125629e-06	5.20561752965271e-08	0.96648281231624
MLLT11	10962	2.42009283125629e-06	5.21314257058305e-08	-1.73487541988034
WT1	7490	2.44358303269661e-06	5.2747091447609e-08	2.31879172943162
LOC101060817///GCSH	101060817///2653	2.44448973846468e-06	5.29051720901484e-08	-1.21866345343162
CSGALNACT2	55454	2.44448973846468e-06	5.29860675707238e-08	1.15857557900855
LIMA1	51474	2.45079287261094e-06	5.3232677392797e-08	-1.45094930295299
ENOSF1	55556	2.45683703445155e-06	5.34742162953373e-08	-1.73561287706838
OAZ1	4946	2.50391602335967e-06	5.46112815757663e-08	0.445620638974356
NT5M	56953	2.50914407139696e-06	5.48379106390665e-08	-0.593740814367523
NOL8	55035	2.51554142554413e-06	5.50906168678157e-08	-1.06705677730342
PWP1	11137	2.54903083045435e-06	5.5938431813139e-08	-0.851374644542741
CDC14B	8555	2.5514961943853e-06	5.61889262358995e-08	-1.71610015286752
ANXA11	311	2.5514961943853e-06	5.62215424962161e-08	0.821654300418802
PLEKHB2	55041	2.56019085921095e-06	5.6631111561716e-08	1.26259588208975
FASTKD2	22868	2.56019085921095e-06	5.66429158367814e-08	-0.715013355102566
FN3KRP	79672	2.56210098995783e-06	5.68001565785203e-08	-0.822993554679488
LASP1	3927	2.57824783957217e-06	5.7273826710417e-08	0.595984698871792
NOL11	25926	2.61494571219661e-06	5.82063938091603e-08	-1.0076113018547
DYRK4	8798	2.68390323259268e-06	5.9861773845468e-08	-0.704337670670942
IFI30///PIK3R2	10437///5296	2.71286373100375e-06	6.06298499612192e-08	2.82438513294017
ITGB7	3695	2.71286373100375e-06	6.07512005461955e-08	1.720252846
BLMH	642	2.71342563276907e-06	6.08855547450764e-08	-1.37300588841881
COQ9	57017	2.73499253590648e-06	6.14922254853092e-08	-0.765822717559828
CDC23	8697	2.74886936681821e-06	6.19275870458529e-08	-1.27509243859829
IFT46	56912	2.75356153822854e-06	6.23053778130532e-08	-0.988076728760685
ANKRD27	84079	2.75356153822854e-06	6.23909582381415e-08	-1.58000350596582
DUSP11	8446	2.75356153822854e-06	6.24040109861963e-08	-0.736299295183763
ITGAX	3687	2.75886479694655e-06	6.26480091215256e-08	1.58759578814957
ADD3	120	2.78993165051611e-06	6.34786764264985e-08	1.14594184538889
TARP///TRGV9///TRGC2	445347///6983///6967	2.79563574039952e-06	6.37339207522755e-08	3.25675977201709
TNFAIP2	7127	2.79876955827926e-06	6.39309655416301e-08	2.0500402892265
CPOX	1371	2.83760182393703e-06	6.49453363643982e-08	-1.32216276911539
IQGAP1	8826	2.83906444281783e-06	6.51062213472113e-08	1.29086023979487
BRD3	8019	2.84030071442169e-06	6.52620367896561e-08	-0.890644480645299
SEMA3C	10512	2.85300748733627e-06	6.568203747267e-08	-1.29191421773077
SRSF8	10929	2.87992547658147e-06	6.64309875224555e-08	-1.19752202397009
CIAPIN1	57019	2.90917387764848e-06	6.72362135703885e-08	-0.795805373615385
LY86	9450	2.91659409828841e-06	6.75385968997362e-08	3.30686568175641
ERP44	23071	2.96378803123286e-06	6.88295503799008e-08	0.718153416055557
RPP40	10799	2.96378803123286e-06	6.90132115134214e-08	-1.48685790026068
ALDH3B1	221	2.96378803123286e-06	6.90304711309004e-08	0.879262558384616
FBN1	2200	2.99170564815898e-06	6.98149682288144e-08	-0.810877697205129
METTL17	64745	3.01096909178794e-06	7.03996273760947e-08	-0.844374451547008
MAP7	9053	3.01672796783226e-06	7.0702240973804e-08	-1.46379245705128
FKBP11	51303	3.01672796783226e-06	7.08050409359724e-08	-1.14318357160684
MIS18A	54069	3.11803653453313e-06	7.33227637255019e-08	-1.56458642852564
GRN	2896	3.18353035412879e-06	7.50057638521571e-08	1.99445847383761
ZMYM3	9203	3.23454548008618e-06	7.63528664239703e-08	-1.05011326392735
ZNF24	7572	3.2784869092185e-06	7.7537252666075e-08	-1.35741307305556
ENO2	2026	3.28709684042704e-06	7.78883961650351e-08	-1.31700984320513
C12orf29	91298	3.30212201033963e-06	7.83926106659635e-08	-1.35061754725641
GRN	2896	3.31330845803684e-06	7.88419053658362e-08	1.96146386100427
SUPV3L1	6832	3.31330845803684e-06	7.89555621423311e-08	-0.868252967141025
ECI2	10455	3.33130953074668e-06	7.95935016507401e-08	-1.65009737319231
CNPY3	10695	3.33130953074668e-06	7.96835246550277e-08	0.75560606759829
C7orf49	78996	3.35040056591205e-06	8.02905309965908e-08	-1.05514350886752
CUTC	51076	3.40607996447135e-06	8.17777130993211e-08	-1.2250039458547
FHL1	2273	3.42520194342988e-06	8.23905327684072e-08	-2.40013320143163
MORF4L2	9643	3.45195242863468e-06	8.31889087724644e-08	-0.587573141051287
MAPRE2	10982	3.45198523139238e-06	8.33527931841621e-08	-1.19319645167094
SRSF1	6426	3.45198523139238e-06	8.34995305713096e-08	-0.980699174491455
SHQ1	55164	3.45695219898738e-06	8.3774814318233e-08	-1.54080441395726
ORC2	4999	3.5247382622174e-06	8.55757034447611e-08	-0.694468799752138
RIOK3	8780	3.55271922744734e-06	8.64794696776684e-08	1.15636845882051
RBBP4	5928	3.55271922744734e-06	8.65739146660641e-08	-1.03557606372649
MTMR4	9110	3.57679347549215e-06	8.73210811231759e-08	-1.10777153896154
BEX1	55859	3.64593789504762e-06	8.91727394336916e-08	-2.38366982395299
CTDSPL	10217	3.64733415712278e-06	8.94856822054635e-08	-0.448626867739317
SLC39A14	23516	3.64733415712278e-06	8.95342540926339e-08	-1.21381669104274
SGPP1	81537	3.68151231530099e-06	9.05384709771997e-08	-1.23810898006837
EGFL7	51162	3.76193356007709e-06	9.26850749217933e-08	-2.11975916402564
PRKCQ	5588	3.77117145535538e-06	9.30819144839321e-08	-1.43892024014957
MYB	4602	3.85720806919178e-06	9.55363560437504e-08	-1.81822886879488
KEAP1	9817	3.85720806919178e-06	9.55517144995674e-08	-1.16778784416667
EXTL2	2135	3.92590188337546e-06	9.74295984161302e-08	-1.9810244965171
VWA5A	4013	3.93798287685668e-06	9.79061398276086e-08	-1.29874055728633
FHL1	2273	3.96847806456263e-06	9.8842405682909e-08	-2.83763063500855
CSE1L	1434	3.97557126420081e-06	9.93757127634649e-08	-1.53204798858975
NAA40	79829	3.97557126420081e-06	9.93759006489184e-08	-1.12081282222222
ARL2	402	3.99010432378248e-06	9.99182431750942e-08	-1.29246888083333
DIABLO	56616	3.99535583558283e-06	1.00337494014173e-07	-0.531719324183761
HDHD3	81932	3.99535583558283e-06	1.00408350218839e-07	-0.979293812867522
TREM1	54210	4.03162853167645e-06	1.01500857437082e-07	2.71446997534188
TCF4	6925	4.05088362841805e-06	1.02167419071532e-07	-2.22641217647008
ATP6AP1	537	4.09842047913272e-06	1.03558646362605e-07	0.630023564029916
FAM49A	81553	4.09842047913272e-06	1.0376600840087e-07	2.02752450229487
PSIP1	11168	4.09842047913272e-06	1.03918124611138e-07	-1.15206856723077
FAM189B	10712	4.25668694585873e-06	1.08122102560519e-07	-0.500682365508552
ARPC3	10094	4.32534907608231e-06	1.10060266846415e-07	0.7000039717094
TESC	54997	4.36463931220213e-06	1.1142420476751e-07	1.51790044694445
IGF2R	3482	4.36463931220213e-06	1.11451769000718e-07	2.65727802643162
PDZD8	118987	4.42873204363399e-06	1.13287136600609e-07	-2.26646934401282
TP53	7157	4.43342860488505e-06	1.13606234949933e-07	-1.04570072978633
PGAP2	27315	4.49321857352021e-06	1.15339991206461e-07	-0.708671054166667
PRKCQ	5588	4.49692394149981e-06	1.1563691686395e-07	-1.98614395338034
ZNF232	7775	4.54814531977544e-06	1.17158166025719e-07	-1.41260654355128
CD44	960	4.55155859463105e-06	1.17450351923567e-07	1.83445426954274
CMAS	55907	4.55814462967e-06	1.17824857814923e-07	-0.73577172842735
IP6K1	9807	4.57157342233316e-06	1.18377142426345e-07	-0.80634212186752
UHRF1BP1L	23074	4.68351017221793e-06	1.21558125773444e-07	1.27587217741026
IQGAP1	8826	4.68351017221793e-06	1.2179699876682e-07	1.2301019239188
PRDX2	7001	4.68351017221793e-06	1.219688779904e-07	-2.54794718086752
MFAP1	4236	4.68351017221793e-06	1.22116385139282e-07	-1.70387953678633
FAM53B	9679	4.69358678534276e-06	1.22589754928398e-07	0.744332656923076
NUDT6	11162	4.74466023093286e-06	1.24265124360039e-07	-0.708851965803419
SDHAF1	644096	4.74466023093286e-06	1.24511663218264e-07	-0.425336068188036
RIOK3	8780	4.74466023093286e-06	1.24562502135966e-07	1.44817592537179
SERPINI1	5274	4.7784594005551e-06	1.25664282579782e-07	-0.637862552512823
PRF1	5551	4.79499041117338e-06	1.26314202367669e-07	2.28232666526923
DDA1	79016	4.87174377118414e-06	1.28554742963527e-07	1.29564513607693
RHOA	387	4.89562913395707e-06	1.29404728263731e-07	0.449336791410252
CTBS	1486	4.90584988435995e-06	1.29895051464003e-07	1.04532928849572
GALNT12	79695	4.95086608588899e-06	1.31309153020706e-07	-0.755804785867522
MEF2A	4205	4.95649635417174e-06	1.31680915571048e-07	0.613112976534188
ARHGEF10	9639	4.96755083781907e-06	1.32197533852116e-07	-1.14814168570513
GGCT	79017	4.97443060468448e-06	1.32603858510191e-07	-0.872509938542738
CCT6A	908	5.00783835625677e-06	1.33733952541576e-07	-0.8713391698547
GEMIN2	8487	5.00783835625677e-06	1.3413291943623e-07	-0.632504346884614
HADH	3033	5.00783835625677e-06	1.3416862624805e-07	-1.38158672899146
ANXA2	302	5.06318468258226e-06	1.3587867164135e-07	2.0296750479359
DNAAF2	55172	5.24063372685276e-06	1.41064744276435e-07	-1.2614452296624
ORC3	23595	5.24063372685276e-06	1.41111171570779e-07	-0.931167756196583
FCGR1CP///FCGR1B///FCGR1A	100132417///2210///2209	5.2690648401708e-06	1.42113179057697e-07	2.67348693304274
LYL1	4066	5.28636279586883e-06	1.42816963744246e-07	-0.946368526491456
ECSIT	51295	5.29433742573065e-06	1.43270002590117e-07	-0.740544385756412
NBN	4683	5.35661571962129e-06	1.45195705006115e-07	-1.05254523480342
ITGAL	3683	5.43530352058165e-06	1.4757589133603e-07	1.48877402522222
RBMS1	5937	5.43530352058165e-06	1.47816449018197e-07	0.989243141534186
RBBP7	5931	5.51698035899703e-06	1.50524460318187e-07	-0.663562020064102
NSMCE4A	54780	5.51698035899703e-06	1.50532875208464e-07	-0.575038272739315
GATB	5188	5.54245363857677e-06	1.51476653318371e-07	-0.868951865346154
GCAT	23464	5.55109040511006e-06	1.51961816053365e-07	-1.60164108268804
TRIP6	7205	5.56357011283896e-06	1.52553127448934e-07	-1.70630890623504
MAPKAPK2	9261	5.61860992583812e-06	1.54314467289545e-07	1.62765540699145
HSPD1	3329	5.74574098170701e-06	1.58063960049652e-07	-1.05597701162821
STAT5A	6776	5.80526846838424e-06	1.59962071515861e-07	-0.696185210162394
ZMYND8	23613	5.81999952461231e-06	1.60629166074432e-07	-1.57134792284616
PRMT3	10196	5.83447618129412e-06	1.61290550090974e-07	-0.69987321791453
MAN2B2	23324	5.84419081178957e-06	1.61821376424816e-07	0.750784910517093
CASP10	843	5.96397784741516e-06	1.65405838967041e-07	-0.873460875521371
HADH	3033	5.99482359406657e-06	1.6653035070355e-07	-1.24954085929915
ALG11///UTP14A///UTP14C	440138///10813///9724	5.99915706492253e-06	1.66919956031592e-07	-0.69687351992735
